अ     a
आत्मतत्त्व  atmatatv
आत्मतत्त्वज्ञान   atmatatvagyan
आत्मतुष्ट     atmatusht
आत्मतुष्टि  atmatushti
आत्मतृप्ति  atmatrpti
आत्मदाह   atmadah
आत्मनिरीक्षण    atmanirekshan
आत्मनिर्णय  atmanirwy
आत्मनिर्भर  atmanirbhar
आत्मनिर्भरता    atmanirbharta
आत्मनिषेध     atmanishedh
आत्मनिषेधक  atmanishedhak
आत्मनिषेधी  atmanishedhi
आत्मनिष्ठ     atmanishth
आत्मपीड़न        atmapedan
आत्मप्रदर्शनवादी        atmapradarshnvadi
आत्मप्रशंसा       atmaprashansa
आत्मबल      atmabal
आत्मबलिदानी       atmabalidani
आत्मबोध   atmabodh
आत्ममंथन        atmamanthan
आत्मरक्षा     atmaraksha
आत्मविकास     atmavikas
आत्मविज्ञापक    atmavigyapak
आत्मविज्ञापन    atmavigyapan
आत्मविनाशी  atmaviwshe
आत्मविमोह     atmavimoh
आत्मविश्लेषण    atmavishleshan
आत्मविश्लेषी    atmavishleshe
आत्मविश्वास       atmavishvas
आत्मविश्वासपूर्ण        atmavishvasapurn
आत्मविश्वासहीन      atmvishvasahen
आत्मविश्वासी    atmvishvasi
आत्मविषयक     atmvishayak
आत्मविस्मृति    atmvismrti
आत्मशक्ति     atmshakti
आत्मसंतुष्ट       atmsantusht
आत्मसंतुष्टि    atmsantushti
आत्मसंतोष     atmsantosh
आत्मसंदेह     atmsandeh
आत्मसंयम        atmsanyam
आत्मसंवरण     atmsanvaran
आत्मसमर्पण  atmsamrpan
आत्मसम्मान  atmsammn
आत्मसर्पण     atmsarpan
आत्मसाक्षात्कार   atmsakshatkar
आत्मसात   atmsat
आत्मसात्        atmsat
आत्मसात्करण       atmsatkaran
आत्मसुझाव     atmsujhav
आत्मसुरक्षा       atmsuraksha
आत्महत्या     atmhatya
आत्महत्याएं       atmhatyaen
आत्मा atma
आत्माएँ   atmaen
आत्माएं   atmaen
आत्माओं   atmaon
आत्मानंद        atmawnd
आत्मानुभव     atmanubhav
आत्मानुभूति       atmanubhuti
आत्मानुशासन       atmanushasan
आत्माभिव्यंजना      atmabhivyanjaw
आत्माराम        atmaram
आत्मावलंबन  atmavalamban
आत्मावलंबी  atmavalambi
आत्मिक      atmik
आत्मिकता        atmikata
आत्मीय      atmiy
आत्मीयता        atmiyata
आत्मोत्कर्ष       atmotkarsh
आत्मोत्सर्ग       atmotsarg
आत्मोन्नति  atmowti
आत्रेय      atrey
आत्रेयी   atriyi
आथि       athi
आथी       athi
आद  ad
आदत       adat
आदतन    adatan
आदतों adaton
आदम       adam
आदमकद adamakad
आदमखोर      adamakhor
आदमपुर      adamapur
आदमियत      adamiyat
आदमियो      adamiyo
आदमियों   adamiyon
आदमी    adami
आदमख़ोर      adamakhor
आदर       adar
आदरणिय      adarniy
आदरपूर्वक     adarapurvak
आदरसूचक   adarsuchak
आदर्श adarsh
आदर्शतः   adarshatah
आदर्शवाक्य  adarshavaky
आदर्शवाद        adarshvad
आदर्शवादियों    adarshvadiyon
आदर्शवादी     adarshvadi
आदर्शित   adarshit
आदर्शीकरण     adarshikaran
आदर्शो      adarsho
आदर्शों   adarshon
आदर्शोक्ति  adarshokti
आदर्शोन्मुख       adarshonmukh
आदाता adata
आदान    adan
आदाब    adab
आदि       adi
आदिकाल      adikal
आदिकालीन        adikalin
आदितः aditah
आदित्य      adity
आदित्यसेन     adityasen
आदिदेव      adidev
आदिनाथ      adiwth
आदिपर्व   adiparv
आदिपुराण        adipuran
आदिपुरुष        adipurush
आदिपुरूष        adipurush
आदिबद्री        adibadri
आदिम    adim
आदिल    adil
आदिलाबाद        adilabad
आदिवर्णिक     adivarnik
आदिवासियों  adivasiyon
आदिवासी   adivasi
आदिशक्ति        adishakti
आदिष्ट      adisht
आदी       adi
आदीपन adipan
आदेश    adesh
आदेशपूर्ण     adeshapurn
आदेशात्मक     adeshatmak
आदेशानुसार  adeshanusar
आदेशार्थ        adesharth
आदेशित      adeshit
आदेशों      adeshon
आदोलन adolan
आद्यप्ररूपीय    adyaprarupiy
आद्योगिक        adyogik
आद्र    adr
आद्रता      adrata
आद्रा adra
आध  adh
आधरित adharit
आधर्षण      adharshan
आधा       adha
आधान    adhan
आधार    adhar
आधारक adharak
आधारभूत   adharbhut
आधाररूप   adharrup
आधारशिला        adharshila
आधारहीन   adharhin
आधारिक      adharik
आधारिका   adharika
आधारित      adharit
आधारी adhari
आधारों      adharon
आधासीसी   adhasisi
आधि       adhi
आधिकारिक        adhikarik
आधिक्य      adhiky
आधिदैविक        adhidaivik
आधिपत्य   adhipaty
आधिभौतिक        adhibhautik
आधी       adhi
आधीन    adhin
आधुनिक      adhunik
आधुनिकतम        adhunikatam
आधुनिकता        adhunikata
आधुनिकतावाद       adhunikatavad
आधुनिकतावादी    adhunikatavadi
आधुनिकरण        adhunikaran
आधुनिकीकरण  adhunikikaran
आधुनिकोत्तरवादी   adhunikotaravadi
आधे       adhe
आध्यात्म        adhyatm
आध्यात्मविद्या      adhyatmavidya
आध्यात्मिक  adhyatmik
आध्यात्मिकता    adhyatmikata
आनंद    awnd
आनंदकर      awndkar
आनंदकारक        awndakarak
आनंदजी      awndaji
आनंदजीवी        awndajivi
आनंददायक        awndadayak
आनंददिवस        awndadivas
आनंदपुर   awndpur
आनंदपूर्ण     awndpurn
आनंदपूर्वक  awndpurvak
आनंदप्रद        awndprad
आनंदमय      awndmay
आनंदित      awndit
आनंदी awndi
आनंदोत्सव     awndotsav
आनंदोल्लास  awndollas
आनत       awt
आनति    awti
आननी    awni
आनन्द awnd
आनन्ददान        awnddan
आनन्दन      awndn
आनन्दपुर        awndpur
आनन्दमय   awndmay
आनन्दित   awndit
आनन्दी      awndi
आनन्दोत्सव  awndotsav
आनबान awban
आनरेरी      awreri
आनर्त awrt
आनलाइन      awlain
आना       aw
आनाकानी   awkani
आनी       ani
आनीत    anit
आनुपातिक        anupatik
आनुपूर्व        anupurv
आनुपूर्वी     anupurvi
आनुवंशिक        anuvanshik
आनुवंशिकता  anuvanshikata
आनुवंशिकी     anuvanshiki
आनुवंशिकीविद् anuvanshikivid
आनुवांशिक     anuvanshik
आनुवांशिकता       anuvanshikata
आनुवांशिकी  anuvanshiki
आनुवांशिकीविज्ञानी  anuvanshikivigyani
आनुषंगिक        anushangik
आनुषांगिक     anushangik
आने       ane
आनेवाला   anevala
आनेवाली   anevali
आनेवाले   anevale
आनेवालों        anevalon
आन्तरिक   antarik
आन्तर्राष्ट्रीयता     antarashtreyata
आन्दोलक   andolak
आन्दोलन   andolan
आन्दोलनकारियों      andolawkariyon
आन्दोलनों     andolanon
आन्द्रे   andre
आन्ध्र      andhr
आन्ध्रप्रदेश    andhrapradesh
आन्नद awd
आन्नदोत्सव  awdotsav
आप  ap
आपका    apaka
आपकाजी      apakaji
आपकी    apaki
आपके    apake
आपको    apako
आपकों apakon
आपजात्य   apajaty
आपटे    apate
आपतिजनक   apatijawk
आपत्ति      apati
आपत्तिकर्ता       apatikarta
आपत्तिजनक     apatijawk
आपत्तिपूर्ण       apatipurn
आपत्तियां     apatiyan
आपत्तियों     apatiyon
आपत्तिहीन     apatihen
आपद       apad
आपदा    apada
आपदाएँ      apadaen
आपदाओं      apadaon
आपदाग्रस्त  apadagrast
आपना    apaw
आपने    apane
आपन्न apan
आपबीती      apabiti
आपमें apamen
आपराधिक   aparadhik
आपरेटर      aparetar
आपरेटिंग        apareting
आपरेशन      apareshn
आपरेशनों        apareshnon
आपलोग apalog
आपस       apas
आपसदारी   apasadari
आपसी    apasi
आपसे    apase
आपही    apahi
आपा       apa
आपात    apat
आपातकाल   apatakal
आपातकालीन     apatakalin
आपातस्थिति  apatasthiti
आपाधापी   apadhapi
आपु       apu
आपूरण apuran
आपूर्ति   apurti
आपूर्तिकर्ता    apurtikarta
आपूर्तिकर्ताओं      apurtikartaun
आपूर्तियाँ  apurtiyan
आपे       ape
आपेक्ष      apeksh
आपेक्षिक        apekshik
आपेक्षिकता  apekshikata
आपेक्षिकीय  apekshikiy
आपेक्षित        apekshit
आपो       apo
आप्टे apte
आप्त    apt
आप्तता      aptata
आप्ति apti
आप्तोक्ति     aptokti
आप्रवास   apravas
आप्रवासियों       apravasiyon
आप्रवासी        apravase
आप्लावित        aplavit
आप्लुत      aplut
आफ  af
आफत       aft
आफताब aftab
आफिस    afis
आफिसर afisar
आफीसर afisar
आफ्टर aftar
आबंटन abantan
आबंटनों   abantanon
आबंटित      abantit
आबंटी abanti
आबकारी      abakari
आबखोरा      abakhora
आबद्ध abaddh
आबनूसी      abanusi
आबरू    abaru
आबहवा abahava
आबाद    abad
आबादकार   abadakar
आबादानी   abadani
आबादियों        abadiyon
आबादी abadi
आबी       abi
आबू       abu
आबोहवा      abohava
आभा       abha
आभामंडल   abhamandal
आभार    abhar
आभारी abhari
आभाव    abhav
आभास    abhas
आभासी abhasi
आभिजात्य        abhijaty
आभीर    abhi
आभूषण abhushan
आभूषणों   abhushanun
आभूषित      abhushit
आम  am
आमंत्रण   amantran
आमंत्रित        amantrit
आमंत्रितअना       amantritaw
आमचुनाव   amachuwv
आमतौर amataur
आमद       amad
आमदनी amadani
आमना    amaw
आमने    amane
आमन्त्रण        amantran
आमन्त्रित     amantrit
आमरण    amaran
आमलकी amalaki
आमला    amala
आमलेट amalet
आमवात amavat
आमवाती      amavati
आमादा amada
आमान    aman
आमार    amar
आमाल    amal
आमाशय amashay
आमिर    amir
आमिल    amil
आमीन    amin
आमुख    amukh
आमूल    amul
आमेर    amer
आमों    amon
आमोद    amod
आमोन    amon
आम्र    amr
आम्रकुंज        amrakunj
आम्रपाली        amrapali
आय  ay
आयंगर ayangar
आयकर    ayakar
आयडाहो      ayadaho
आयड्रॉपर        ayadropar
आयत       ayat
आयतन    ayatan
आयताकार   ayatakar
आयतुल्ला        ayatulla
आयतें ayaten
आयतों ayaton
आयद       ayad
आयन       ayan
आयनन    ayawn
आयनिक ayanik
आयनित ayanit
आयनीकरण   ayanekaran
आयर       ayar
आयरन    ayaran
आयरलैंड   ayaralaind
आयरलैंडवासी       ayaralaindavasi
आयरलैण्ड        ayaralaind
आयरलैण्डवासी    ayaralaindavasi
आयरिश ayarish
आयरी    ayari
आयर्स ayars
आयल       ayal
आयलर    ayalar
आयलैंड      ayalaind
आयशा    ayasha
आयस       ayas
आया       aya
आयात    ayat
आयातक ayatak
आयातकों   ayatakon
आयातित      ayatit
आयाम    ayam
आयामी ayami
आयामों      ayamon
आयी       ayi
आयीं    ayin
आयु       ayu
आयुक्त      ayukt
आयुक्तों        ayukton
आयुध    ayudh
आयुधों      ayudhon
आयुर्विज्ञान    ayurvigyan
आयुर्वेद        ayurved
आयुर्वेदाचार्य      ayurvedachary
आयुर्वेदिक  ayurvedik
आयुवर्ग   ayuvarg
आयुष    ayush
आयुषी ayushi
आयुष्मान        ayushman
आये       aye
आयें    ayen
आयेंगे      ayenge
आयेंगें   ayengen
आयेगा ayega
आयेगी ayigi
आयो       ayo
आयोग    ayog
आयोगों      ayogon
आयोजक ayojak
आयोजकों   ayojakon
आयोजन ayojan
आयोजनों   ayojanon
आयोजिक      ayojik
आयोजित      ayojit
आयोटा ayota
आयोडाइड   ayodaid
आयोडिन      ayodin
आयोडीन      ayodin
आयोनिक      ayonik
आयोनियन   ayoniyan
आयोनी ayoni
आयोवा ayova
आर  ar
आरंगुटान        arangutan
आरंभ    arambh
आरंभक arambhak
आरंभकर्ता     arambhkarta
आरंभिक      arambhik
आरआईबी      araibi
आरईसी arisi
आरईसी aresi
आरएएफ aref
आरएनए arene
आरएफसी      arefsi
आरएमएस      aremes
आरएमपी      arimapi
आरके    arake
आरक्षक      arakshak
आरक्षण      arakshan
आरक्षित   arakshit
आरक्षी      arakshi
आरजीबी      arajibi
आरजू    arajo
आरजे    araje
आरटीआई      arateae
आरटीई arate
आरडी    aradi
आरण्यक      aranyak
आरतियों   aratiyon
आरती    arati
आरन्गोटैंग  arangotaing
आरपार arapar
आरपी    arapi
आरपीजी      arapiji
आरबीआई      arabeae
आरबीएस      arabes
आरबीसी      arabisi
आरमीनियन        arameniyan
आरमेइक      arameik
आरम्भ arambh
आरम्भिक   arambhik
आरव       arav
आरसी    arasi
आरस्य arasy
आरा       ara
आराकस arakas
आराधक aradhak
आराधना      aradhaw
आराधनापूर्ण       aradhanpurn
आराधनालय        aradhanlay
आराध्य      aradhy
आराम    aram
आरामकरना        aramkaraw
आरामकुर्सी  aramkursi
आरामगाह   aramagah
आरामतलब   aramtalab
आरामतलबी        aramtalabi
आरामदाय   aramday
आरामदायक        aramdayak
आरामदेह   aramdeh
आरिफ    arif
आरिया ariya
आरिफ़    arif
आरी       ari
आरुणि aruni
आरुल    arul
आरुषि arushi
आरेख    arekh
आरेखकार   arekhakar
आरेखण arekhan
आरेखीय      arikhiy
आरोग्य      arogy
आरोग्यआश्रम       arogyashram
आरोग्यकारक  arogyakarak
आरोग्यजनक     arogyajawk
आरोग्यता        arogyata
आरोग्यप्रद  arogyaprad
आरोग्यलाभ     arogyalabh
आरोग्यशास्र       arogyashasr
आरोचन arochan
आरोन    aron
आरोप    arop
आरोपक aropak
आरोपण aropan
आरोपणीय   aropaniy
आरोपित      aropit
आरोपियों        aropiyon
आरोपी aropi
आरोपों      aropon
आरोह    aroh
आरोहक arohak
आरोहण arohan
आरोहमापक        arohamapak
आरोहित      arohit
आरोही arohi
आर्क    ark
आर्कटिक   arkatik
आर्कटिकसागर       arkatikasagar
आर्कबिशप        arkabishap
आर्कषण      arkashan
आर्काइव   arkaiv
आर्किटेक्चर       arkitekchar
आर्किटेक्ट  arkitekt
आर्किड      arkid
आर्किमिडिज़  arkimidij
आर्किमिडीज  arkimidej
आर्कियन   arkiyan
आर्किया   arkiya
आर्केडिया     arkediya
आर्केस्ट्र  arkestr
आर्केस्ट्रा       arkestra
आर्गन argan
आर्गेनाइजेशन    argewijeshan
आर्गेनिक        argenik
आर्च    arch
आर्चबिशप        archabishap
आर्ची archi
आर्ट    art
आर्टस artas
आर्टिकल   artikal
आर्टिकल्स     artikals
आर्टिफिशियल       artifishiyal
आर्टिलरी        artilari
आर्टिस्ट        artist
आर्टिस्ट्स  artists
आर्टेमिस        artemis
आर्ट्स      arts
आर्डर ardar
आर्डिनेंस     ardinens
आर्त    art
आर्तनाद   artawd
आर्तवजनक        artavjawk
आर्थर arthar
आर्थराइटिस  artharaitis
आर्थिक      arthik
आर्थिकसहायता    arthikshayata
आर्थिकिता     arthikita
आर्थिकी   arthike
आर्थोपेडिक  arthopedik
आर्थ्राइटिस       arthraitis
आर्दश ardash
आर्द्र      ardr
आर्द्रक   ardrak
आर्द्रकर        ardrakar
आर्द्रकारक  ardrakarak
आर्द्रता        ardrata
आर्द्रतामापी    ardratamapi
आर्द्रतारहित    ardratarahit
आर्द्रा   ardra
आर्द्रीकरण  ardrekaran
आर्नल्ड   arwld
आर्पेजिओ        arpejio
आर्म    arm
आर्मस्ट्रांग    armastrang
आर्मी arme
आर्मीनिया     armeniya
आर्मीनियाई  armeniyae
आर्मेचर   armechar
आर्मेनियन     armeniyan
आर्मेनिया     armeniya
आर्मेनियाई  armeniyae
आर्य    ary
आर्यन aryan
आर्यपुत्र     aryaputr
आर्यभट      aryabhat
आर्यभटीय        aryabhatiy
आर्यभट्ट        aryabhat
आर्यभाषाओं  aryabhashaon
आर्यसमाज        aryasamaj
आर्या arya
आर्यावर्त     aryavart
आर्यिका   aryika
आर्यों      aryon
आर्लिन्गटन  arlingatan
आर्शिवाद        arshivad
आर्शीवाद        arshivad
आर्सीन      arsen
आर्सेनल   arsewl
आर्सेनाइट     arsewit
आर्सेनिक        arsenik
आर्सेलर   arselar
आरज़ू    arajo
आलंकारिक        alankarik
आलंब    alamb
आलंबन alamban
आलंबी alambi
आलपिन alapin
आलपीन alapin
आलप्पुष़ा     alappusha
आलमआरा      alamara
आलमगीर      alamgir
आलमनगर      alamwgar
आलमपुर      alampur
आलमारियों     alamriyon
आलमारी      alamri
आलमी    alami
आलम्बन      alamban
आलवार alavar
आलस       alas
आलसियों   alasiyon
आलसी    alasi
आलसीपन      alasipan
आलस्य alasy
आलस्यजनक        alasyajawk
आलस्यपूर्ण  alasyapurn
आला       ala
आलाप    alap
आलापना      alapaw
आलावा alava
आलिंगन      alingan
आलिंगनबद्ध  alinganbaddh
आलिंगित   alingit
आलिंद alind
आलिम    alim
आलिया aliya
आलीशान      alishan
आलू       alu
आलूबुखारा     alubukhara
आलेख    alekh
आलेखक alekhak
आलेखन alekhan
आलेखीय      alekhiy
आलेखों      alekhon
आलेप    alep
आलोक    alok
आलोकन alokan
आलोकित      alokit
आलोचक alochak
आलोचकों   alochakon
आलोचना      alochaw
आलोचनाएँ        alochawen
आलोचनाएं        alochawen
आलोचनाओं        alochawon
आलोचनात्मक  alochawtmak
आलोचनावादी  alochawvade
आलोचनीय   alochaniy
आलोच्य      alochy
आलोड़न alodan
आलोड़ना      alodaw
आलौकिक      alaukik
आल्टो alto
आल्डर aldar
आल्पप्रदेशीय    alpapradishiy
आल्पीय      alpiy
आल्प्स      alps
आल्हा alha
आव  av
आवंटन avantan
आवंटनअ      avantan
आवंटित      avantit
आवक       avak
आवक्ष avaksh
आवक्षमूर्ति       avakshamurti
आवत       avat
आवधिक avadhik
आवधिकता   avadhikata
आवनी    avani
आवभगत avabhagat
आवर       avar
आवरक    avarak
आवरण    avaran
आवरणों      avaranon
आवर्जन      avarjan
आवर्जित   avarjit
आवर्त avart
आवर्तक      avartak
आवर्तन      avartan
आवर्ती      avarti
आवर्धक      avardhak
आवर्धन      avardhan
आवर्धित   avardhit
आवर्स avars
आवलि    avali
आवश्कता   avashkata
आवश्यक      avashyak
आवश्यकता        avashyakata
आवश्यकताएँ  avashyakataen
आवश्यकताएं  avashyakataen
आवश्यकताओं  avashyakataon
आवश्यकतानुसार avashyakatanusar
आवश्यक्ता     avashyakta
आवश्यता   avashyata
आवसा    avasa
आवा       ava
आवाँ    avan
आवां    avan
आवागमन      avagaman
आवाज    avaj
आवाजाही   avajahi
आवाजें      avajen
आवाजों      avajon
आवाम    avam
आवारगी      awargi
आवारा awara
आवारागर्द     avaragard
आवारागर्दी  avaragardi
आवास    avas
आवासन avasan
आवासी avasi
आवासीय      avasiy
आवासों      avason
आवाहन avahan
आवाह्न      avahn
आवाज़    avaj
आवाज़ों      avajon
आविर्भाव        avirbhav
आविर्भूत        avirbhot
आविष्करण        avishkaran
आविष्कर्ता  avishkarta
आविष्कर्त्ता    avishkarta
आविष्कार        avishkar
आविष्कारक     avishkark
आविष्कारशील       avishkarshil
आविष्कारशीलता avishkarshilata
आविष्कारी     avishkari
आविष्कारों  avishkaron
आविष्कृत        avishkrt
आविष्ट      avisht
आवृत    avrt
आवृति avrti
आवृतियों        avrtiyon
आवृत्तबीजी  avrtabiji
आवृत्ति   avrti
आवृत्तिदर्शी    avrtidarshi
आवृत्तियाँ  avrtiyan
आवृत्तियां  avrtiyan
आवृत्तियों  avrtiyon
आवृ्ति      avrti
आवे       ave
आवें    aven
आवेंगे      avenge
आवेग    aveg
आवेगपूर्ण     avegapurn
आवेगहीन   avigahin
आवेगिता   avegita
आवेगी avigi
आवेगों      avegon
आवेदक avedak
आवेदकों   avedakon
आवेदन avedan
आवेदनपत्रों       avedanpatron
आवेदनीय   avedaniy
आवेदनों   avedanon
आवेदित      avedit
आवेश    avesh
आवेशपूर्ण     aveshapurn
आवेशित      aveshit
आवेशों      aveshon
आवेष्टन   aveshtan
आवेष्टित        aveshtit
आव्यूह      avyoh
आव्रजन      avrajan
आव्हान      avhan
आश  ash
आशंकनीय   ashankaniy
आशंका ashanka
आशंकाएँ   ashankaen
आशंकाएं   ashankaen
आशंकाओं   ashankaon
आशंकाजनक        ashankajawk
आशंकाप्रद     ashankaprad
आशंकावान        ashankavan
आशंकित      ashankit
आशंसन ashansan
आशना    ashaw
आशनाई ashawe
आशय       ashay
आशयों ashayon
आशवासन      ashavasan
आशा       asha
आशाएं ashaen
आशाओं ashaon
आशाजनक      ashajawk
आशातीत      ashatit
आशान्वित        ashanvit
आशापूर्णा     ashapurw
आशापूर्वक     ashapurvak
आशामय ashamay
आशायें      ashayen
आशारानी   asharani
आशालता      ashalata
आशावाद      ashavad
आशावादिता     ashavadita
आशावादी   ashavadi
आशावान      ashavan
आशाहीन      ashahin
आशिक    ashik
आशिकी ashiki
आशिम    ashim
आशियाँ      ashiyan
आशियाना   ashiyaw
आशियाने   ashiyane
आशिर्वाद        ashirvad
आशिष    ashish
आशिक़    ashiq
आशिक़ा ashiqa
आशिक़ी ashiqi
आशी       ashi
आशीर्वचन        ashivachan
आशीर्वाद        ashivad
आशीर्वादात्मक ashivadatmak
आशीष    ashish
आशु       ashu
आशुग    ashug
आशुतोष      ashutosh
आशुप्रभावित       ashuprabhavit
आशुरचना   ashurachaw
आशुलिपि   ashulipi
आशुलिपिक        ashulipik
आशूरी ashuri
आशोधन ewe
आश्चर्य   ashchary
आश्चर्यकारी       ashcharyakari
आश्चर्यचकित       ashcharyachakit
आश्चर्यजनक  ashcharyajawk
आश्चर्यपूर्वक ashcharyapurvak
आश्चर्यलोक  ashcharyalok
आश्चर्यान्वित ashcharyanvit
आश्चर्यों     ashcharyon
आश्रम ashram
आश्रमवासी     ashramvasi
आश्रमों   ashramon
आश्रय ashray
आश्रयदाता     ashraydata
आश्रयदाती     ashraydati
आश्रयस्थल     ashraysthal
आश्रयों   ashrayon
आश्रित      ashrit
आश्रितों        ashriton
आश्वस्त   ashvast
आश्वस्ति        ashvasti
आश्वासन   ashvasan
आश्वासना        ashvasaw
आश्वासनीय     ashvasaney
आश्वासनों     ashvasanon
आश्वासित        ashvasit
आश्वासी   ashvasi
आश्विन      ashvin
आषाढ    ashadh
आषाढ़    ashadh
आस  as
आसंग    asang
आसंजक asanjak
आसंजन asanjan
आसंजनशीलता  asanjanshilta
आसंजित      asanjit
आसकत    asakat
आसकती asakati
आसक्त asakt
आसक्ति      asakti
आसज्जा      asajja
आसन       asan
आसनसोल      asawsol
आसनों asanon
आसन्दी      asandi
आसन्न asan
आसन्नता   asawta
आसपास asapas
आसफ       asaf
आसमाँ asaman
आसमान asaman
आसमानी      asamani
आसमानों   asamanon
आसरा    asara
आसरे    asare
आसवक    asavak
आसवन    asavan
आसवनी asavani
आसवित asavit
आसा       asa
आसान    asan
आसानी asani
आसाम    asam
आसार    asar
आसाराम      asaram
आसारामजी        asaramji
आसिफ    asif
आसियान      asiyan
आसियाना   asiyaw
आसिफ़    asif
आसीन    asen
आसीस    ases
आसुत    asut
आसुर    asur
आसुरी asuri
आसू       asu
आसूचना      asuchw
आसेधक asedhak
आस्क    ask
आस्कर askar
आस्की aski
आस्क्ति   askti
आस्टसीलस्कप       astsilaskap
आस्टिन      astin
आस्ट्रिया     astriya
आस्ट्रियाई  astriyae
आस्ट्रेलियन       astreliyan
आस्ट्रेलिया       astreliya
आस्ट्रेलियाई    astreliyae
आस्ति asti
आस्तिक      astik
आस्तिकता        astikta
आस्तिकवाद     astikvad
आस्तिकवादी  astikvadi
आस्तिक्य        astiky
आस्तित्व        astitv
आस्तियां        astiyan
आस्तियों        astiyon
आस्तीन      asten
आस्तीनदार     astendar
आस्त्र      astr
आस्थगित   asthagit
आस्था astha
आस्थाएं   asthaen
आस्थाओं   asthaon
आस्थान      asthan
आस्थानी   asthani
आस्थावान        asthavan
आस्मान      asman
आस्वाद      asvad
आस्वादन   asvadan
आस्वादनीय     asvadaniy
आस्वादित        asvadit
आस्वाद्य        asvady
आसफ़ुद्दौला  asafuddaula
आहट       ahat
आहत       ahat
आहर       ahar
आहरण    aharan
आहरित aharit
आहवान ahavan
आहा       aha
आहार    ahar
आहारों      aharon
आहिस्ता   ahista
आहिस्ते   ahiste
आहुति ahuti
आहुतियाँ        ahutiyan
आहूजा ahuja
आहूत    ahut
आहूति ahuti
आहें    ahen
आह्लाद      ahlad
आह्लादक   ahladak
आह्लादजनक     ahladajawk
आह्लादित        ahladit
आह्वान      ahvan
आक़ा       aqa
आख़री    akhari
आख़िरकार   akhirakar
आग़ा       aga
आज़म       ajam
आज़मगढ़ ajamagadh
आज़मा    ajama
आज़माइश      ajamaish
आज़माए ajamae
आज़माना      ajamaw
आज़मियम      ajamiyam
आज़मी    ajami
आज़र्बैजान     ajarbaijan
आज़ादी ajadi
आड़  ad
आड़ना    adaw
आड़बंद adaband
आड़ा       ada
आड़ी       adi
आड़े       adi
आढ़त       adhat
आढ़तिया      adhatiya
आफ़त       afat
आफ़ताबगीर        afatabagi
आफ़िस    afis
आफ़्टर aftar
आफ़्टरशेव        aftarashev
इंक       ink
इंकलाब      inkalab
इंकार inkar
इंगलिश      ingalish
इंगलैंड   inglaind
इंगलैण्ड        inglaind
इंगित ingit
इंगुर ingur
इंग्लिश   inglish
इंग्लिस्तान       inglistan
इंग्लिस्तानी    inglistane
इंग्लेंड        inglend
इंग्लैंड        inglaind
इंग्लैड   inglaid
इंग्लैण्ड     inglaind
इंच       inch
इंचार्ज   incharj
इंजन    injan
इंजनों      injanon
इंजिन injin
इंजिनियर        injiniyar
इंजिनियरिंग       injiniyaring
इंजीनियर        injeniyar
इंजीनियरिंग       injeniyaring
इंजीनियरी     injiniyari
इंजीनियरों  injeniyaron
इंजीनियर्स  injeniyars
इंजील injel
इंजीलवाद        injelavad
इंजेक्शन        injekshan
इंजेक्षन        injekshan
इंटर    intar
इंटरएक्टिव  intarektiv
इंटरकांटिनेंटल      intarkantinental
इंटरकॉम   intarkom
इंटरचेंज        intarchenj
इंटरटेंमेंट       intartemment
इंटरटेनमेंट       intartewment
इंटरनेट   intarnet
इंटरनेशनल     intarneshawl
इंटरनैशनल     intarwishawl
इंटरपोल   intarpol
इंटरप्राइज  intarpraij
इंटरप्रिटेशन    intarpriteshan
इंटरप्रेटर  intarpretar
इंटरफेरॉन     intarferon
इंटरफेस   intarfes
इंटरमीडिएट  intarmediet
इंटरलिंगुआ  intarlingua
इंटरवल      intaraval
इंटरव्यू        intarvyo
इंटरसिटी        intarsiti
इंटरसेप्टर  intarseptar
इंटरस्टेट     intarstet
इंटरेक्टिव  intarektiv
इंटरैक्टिव  intaraiktiv
इंटर्न      intarn
इंटर्नशिप     intarnship
इंटरफ़ेस   intarafes
इंटीग्रल        integral
इंटीग्रेटेड       integreted
इंटीरियर        interiyar
इंटेरमेस्सो       interamesso
इंटेल intel
इंटेलिजेंस  intelijens
इंटेलीजेंस  intelejens
इंट्रानेट     intranet
इंट्रामस्क्युलर   intramaskyular
इंट्रोडक्शन       introdakshan
इंडस    indas
इंडस्ट्रियल       indastriyal
इंडस्ट्री     indastri
इंडस्ट्रीज  indastrij
इंडस्ट्रीज़  indastrij
इंडिक indik
इंडिकस      indikas
इंडिका      indika
इंडिकॉम   indikom
इंडिगो      indigo
इंडिपेंडेंट       indipendent
इंडियंस   indiyans
इंडियन      indiyan
इंडियन्स        indiyans
इंडिया      indiya
इंडियाना        indiyaw
इंडियानापोलिस indiyawpolis
इंडी    inde
इंडीज indej
इंडीज़ indej
इंडेंट      indent
इंडेंटेशन     indenteshan
इंडेक्स   indeks
इंडोनिशया     indonishaya
इंडोनीशियन  indoneshiyan
इंडोनेशिया  indoneshiya
इंडोनेशियाई       indoneshiyae
इंडोर indor
इंडोस्कोपिक       indoskopik
इंत       int
इंतकाम      intakam
इंतकाल      intakal
इंतजाम      intajam
इंतजार      intajar
इंतहा intaha
इंतियाज़ी        intiyaji
इंतिहा      intiha
इंतिहान   intihan
इंतिख़ाब   intikhab
इंतिज़ार   intijar
इंतक़ाल      intaqal
इंतज़ाम      intajam
इंतज़ामों        intajamon
इंतज़ार      intajar
इंदर    indar
इंदरजीत   indarajit
