अ     a       
आईडीबीआई        aayeedeebeeaayee        
आईडीसी      aayeedeecee     
आईन       aayeen  
आईना    aayeenaa        
आईने    aayeenay        
आईपी    aayeepee        
आईपीए aayeepeeae      
आईपीएल      aayeepeeael     
आईपीटीवी        aayeepeeteevee  
आईपीसीसी        aayeepeeceecee  
आईपैड aayeepaid       
आईपॉड aayeepaaod      
आईपोड aayeepod        
आईबी    aayeebee        
आईबीएम      aayeebeeaem     
आईयूसीएन        aayeeyooceeaen  
आईये    aayeeae 
आईलैंड      aayeelaind      
आईवीएफ      aayeeveeaef     
आईवीएफ़      aayeeveeaef     
आईवोर aayeevor        
आईसी    aayeecee        
आईसीआईसीआई  aayeeceeaayeeceeaayee   
आईसीटी      aayeeceetee     
आईसीयू      aayeeceeyoo     
आईसीसी      aayeeceecee     
आईफ़ोन aayeefon        
आउंस    aauns   
आउट       aaut    
आउटडोर      aautdor 
आउटपुट      aautput 
आउटफिट      aautfit 
आउटफील्ड        aautfeeld       
आउटबाउंड        aautbaaund      
आउटबॉक्स        aautbaaox       
आउटर    aautar  
आउटरीच      aautreech       
आउटलाइंग        aautlaayeng     
आउटलुक      aautlook        
आउटलेट      aautlayt        
आउटसोर्स        aautsors        
आउटसोर्सिंग       aautsorsing     
आउटस्टैंडिंग    aautstainding   
आऊँ       aauoon  
आऊँगा aauoongaa       
आऊँगी aauoongee       
आऊं       aauoon  
आऊंगा aauoongaa       
आऊट       aauoot  
आएँ       aayaen  
आएँगी aayaengee       
आएँगे aayaengay       
आएं       aayaen  
आएंगी aayaengee       
आएंगे aayaengay       
आएंगें      aayengay        
आएगा    aayaegaa        
आएगी    aayaegee        
आओ  aao     
आओगे    aaogay  
आक  aak     
आकंठ    aakanth 
आकंपित      aakampit        
आकर       aakar   
आकरी    aakaree 
आकर्शक      aakarshak       
आकर्षक      aakarshak       
आकर्षकता        aakarshaktaa    
आकर्षण      aakarshand      
आकर्षणी   aakarshandee    
आकर्षणों        aakarshandon    
आकर्षित   aakarshit       
आकलन    aaklan  
आकलनकर्ता     aaklankartaa    
आकलनों      aakalanon       
आकलित aakalit 
आकलैंड      aaklaind        
आकल्प aakalp  
आकस्मिक   aaksmik 
आकस्मिकता     aaksmiktaa      
आकस्मिकोद्भव    aaksmikodbhav   
आका       aakaa   
आकांक्षा        aakaanxhaa      
आकांक्षाओं  aakaanxhaaon    
आकांक्षित     aakaanxhit      
आकांक्षी        aakaanxhee      
आकांशा      aakaanshaa      
आकाओं aakaaon 
आकार    aakaar  
आकारक aakaarak        
आकारहीन   aakaarheen      
आकारहीनता     aakaarheentaa   
आकारिक      aakaarik        
आकारिकी   aakaarikee      
आकारों      aakaaron        
आकाल    aakaal  
आकाश    aakaash 
आकाशगंगा        aakaashgangaa   
आकाशगंगाओं  aakaashgangaaon 
आकाशज aakaashaj       
आकाशदीप   aakaashdeep     
आकाशवाणी        aakashvaandee   
आकाशीय      aakaasheey      
आकिन    aakin   
आकिरकार   aakirkaar       
आकीर्ण      aakeernd        
आकुल    aakul   
आकुलता      aakultaa        
आकृति aakrati 
आकृतियाँ        aakratiyaan     
आकृतियां        aakratiyaan     
आकृतियों        aakratiyon      
आकृतिय़ा   aakratiyaa      
आकृष्ट      aakrasht        
आके       aakay   
आक्रमण      aakramand       
आक्रमणकारियों aakramandkaariyon       
आक्रमणकारी  aakarmandkaaree 
आक्रमणीय        aakramandeey    
आक्रमणों        aakramandon     
आक्रांत   aakraant        
आक्रांता        aakraantaa      
आक्रान्त        aakraant        
आक्रान्ता     aakraantaa      
आक्रामक   aakraamak       
आक्रामकता     aakraamaktaa    
आक्रोश      aakrosh 
आक्रोशित        aakroshit       
आक्षिप्त        aaxhipt 
आक्षीरी   aaxheeree       
आक्षेप      aaxhayp 
आक्षेपक   aaxhaypak       
आक्षेपिक        aaxhaypik       
आक्षेपों        aaxhaypon       
आक्षेप्त        aaxhaypt        
आक्सफोर्ड     aaksford        
आक्साइडों     aaksaayedon     
आक्सीजन   aakseezan       
आकड़ों aakrdon 
आखरी    aakhree 
आखिर    aakhir  
आखिरकार   aakhirkaar      
आखिरी aakhiree        
आखि़र aakhir  
आखेट    aakhayt 
आखेटक aakhaytak       
आखों    aakhon  
आख्या aakhyaa 
आख्यान      aakhyaan        
आख्यानिक        aakhyaanik      
आख्यानों        aakhyaanon      
आग  aag     
आगंता aagantaa        
आगंतुक      aagantuk        
आगंतुकों        aagantukon      
आगजनी aagjanee        
आगणक    aagandak        
आगणन    aagandan        
आगत       aagat   
आगन्तुक   aagantuk        
आगबबूला   aagbaboolaa     
आगम       aagam   
आगमन    aagaman 
आगमनवाद   aagmanvaad      
आगमनवादी        aagmanvaadee    
आगमनात्मक     aagmanaatmak    
आगमों aagamon 
आगर       aagar   
आगरकर aagarkar        
आगरा    aagraa  
आगरे    aagaray 
आगल       aagal   
आगा       aagaa   
आगाज    aagaaz  
आगामी aagaamee        
आगार    aagaar  
आगाह    aagaah  
आगाज़    aagaaz  
आगिल    aagil   
आगी       aagee   
आगुआ    aaguaa  
आगे       aagay   
आग्नीध्र        aagneedhra      
आग्नेय      aagnaey 
आग्नेयगिरि  aagnaeygiri     
आग्नेयास्त्र    aagnaeyaastra   
आग्नेयास्त्रों      aagnaeyaastron  
आग्नेयोद्गार    aagnaeyodgaar   
आग्रवर्ती     aagravartee     
आग्रह aagrah  
आग्रहपूर्ण  aagrahpoorand   
आग्रही      aagrahee        
आगज़नी aagjanee        
आघात    aaghaat 
आघातक aaghaatak       
आघातों      aaghaaton       
आघूर्ण      aaghoornd       
आघोष    aaghosh 
आचमन    aachaman        
आचरण    aacharand       
आचरणों      aacharandon     
आचलता aachaltaa       
आचार    aachaar 
आचारण aachaarand      
आचारिक      aachaarik       
आचारी aachaaree       
आचार्य      aachaarya       
आचार्यजी        aachaaryazee    
आचार्या   aachaaryaa      
आचार्यानी     aachaaryaanee   
आचार्यो   aachaaryo       
आचार्यों        aachaaryon      
आच्छद aachchad        
आच्छा aachchaa        
आच्छादन   aachchaadan     
आच्छादित        aachchaadit     
आच्छादी   aachchaadee     
आज  aaj     
आजकल    aajkal  
आजतक    aajtak  
आजन्म aajanm  
आजम       aajam   
आजमगढ aajamgardh      
आजमगढ़ aajamgardh      
आजमपुर      aajampur        
आजमाइश      aajmaayesh      
आजमाना      aajmaanaa       
आजमाने      aajmaanay       
आजमाया      aajmaayaa       
आजमी    aajmee  
आजा       aajaa   
आजाद    aajaad  
आजादपुर   aajaadpur       
आजादी aajaadee        
आजिज    aajij   
आजीवन aajeevan        
आजीविका   aajeevikaa      
आज्ञप्ति        aagyapti        
आज्ञा aagyaa  
आज्ञाकारिता       aagyaakaaritaa  
आज्ञाकारी     aagyaakaaree    
आज्ञात्मक     aagyaatmak      
आज्ञानुकूलता    aagyaanukooltaa 
आज्ञापक   aagyaapak       
आज्ञापन   aabyaapan       
आज्ञापरायणता    aagyaaparayandtaa       
आज्ञापालक     aagyaapaalak    
आज्ञापालन     aagyaapalan     
आज्ञार्थ        aagyaarth       
आज्ञार्थक     aagyaarthak     
आटा       aataa   
आटे       aatay   
आटो       aato    
आटोक्लेव        aatoklayv       
आठ  aath    
आठवले aathvalay       
आठवाँ aathvaan        
आठवां aathavaan       
आठवीं aathaveen       
आठवें aathvayn        
आठैं    aathain 
आठों    aathon  
आड  aad     
आडंबर aadambar        
आडंबरप्रिय  aadambarpriya   
आडम्बर      aadambar        
आडम्बरपूर्ण       aadambarpoornd  
आडवाणी      aadvandee       
आडा       aadaa   
आडिट    aadit   
आडिटर aaditar 
आडियो aadiyo  
आणविक aandvik 
आण्विक      aandvik 
आत  aat     
आतंक    aatank  
आतंककारी        aatankkaaree    
आतंकवाद   aatankvaad      
आतंकवादियों       aatankvaadiyon  
आतंकवादी        aatankvaadee    
आतंकित      aatankit        
आतंकियों        aatankiyon      
आतंकी aatankee        
आतंच    aatanch 
आतंरिक      aantrik 
आततायी      aattaayee       
आतशबाज़ी   aatashbaazee    
आता       aataa   
आतिथ्य      aatithy 
आतिश    aatish  
आतिशबाजी        aatishbaazee    
आतिशी aatishee        
आती       aatee   
आतीं    aateen  
आतुर    aatur   
आतुरता      aaturtaa        
आतुरताई   aaturtaaye      
आतुरतापूर्वक    aaturtaapoorvak 
आते       aatay   
आत्म    aatm    
आत्मकथा   aatmkatha       
आत्मकथात्मक       aatmkathaatmak  
आत्मकल्याण  aatmkalyaand    
आत्मकेंद्रित    aatmkayndrit    
आत्मकेन्द्रीयता   aatmkayndreeytaa        
आत्मगौरव        aaymgaurav      
आत्मग्लानि  aatmglaani      
आत्मघात   aatmghaat       
आत्मघाती        aatmghaatee     
आत्मचिंतन     aatmchintan     
आत्मज aatmaj  
आत्मजा      aatmjaa 
आत्मज्ञान     aatmgyaan       
आत्मतत्त्व  aatmtattv       
आत्मतत्त्वज्ञान   aatmtattvgyaan  
आत्मतुष्ट     aatmtusht       
आत्मतुष्टि  aatmtushti      
आत्मतृप्ति  aatmtrapti      
आत्मदाह   aatmdaah        
आत्मनिरीक्षण    aatmnireexhand  
आत्मनिर्णय  aatmnirndy      
आत्मनिर्भर  aatmnirbhar     
आत्मनिर्भरता    aatmnirbhartaa  
आत्मनिषेध     aatmnishaydh    
आत्मनिषेधक  aatmnishaydhak  
आत्मनिषेधी  aatmnishaydhee  
आत्मनिष्ठ     aatmnishth      
आत्मपीड़न        aatmpeerdan     
आत्मप्रदर्शनवादी        aatmpradarshanvaadee    
आत्मप्रशंसा       aatmprashansaa  
आत्मबल      aatmbal 
आत्मबलिदानी       aatmbalidaanee  
आत्मबोध   aatmbodh        
आत्ममंथन        aatmmanthan     
आत्मरक्षा     aatmraxhaa      
आत्मविकास     aatmvikaas      
आत्मविज्ञापक    aatmvigyaapak   
आत्मविज्ञापन    aaymvigyaapan   
आत्मविनाशी  aatmvinashee    
आत्मविमोह     aatmvimoh       
आत्मविश्लेषण    aatmvishlayshand        
आत्मविश्लेषी    aatmvishlayshee 
आत्मविश्वास       aatmvishvaas    
आत्मविश्वासपूर्ण        aatmvishvaaspoorand     
आत्मविश्वासहीन      aatmvishvaasheen        
आत्मविश्वासी    aatmvishvaasee  
आत्मविषयक     aatmvishyak     
आत्मविस्मृति    aatmvismrati    
आत्मशक्ति     aatmshakti      
आत्मसंतुष्ट       aatmsantusht    
आत्मसंतुष्टि    aatmsantushti   
आत्मसंतोष     aatmsantosh     
आत्मसंदेह     aatmsandayh     
आत्मसंयम        aatmsanyam      
आत्मसंवरण     aatmsambrand    
आत्मसमर्पण  aatmsamarpand   
आत्मसम्मान  aatmsammaan     
आत्मसर्पण     aatmsamarpand   
आत्मसाक्षात्कार   aatmsaaxhaatkaar        
आत्मसात   aatmsaat        
आत्मसात्        aatmsaat        
आत्मसात्करण       aatmsaatkarand  
आत्मसुझाव     aatmsujhaav     
आत्मसुरक्षा       aatmsuraxhaa    
आत्महत्या     aatmhatyaa      
आत्महत्याएं       aatmhatyaayn    
आत्मा aatmaa  
आत्माएँ   aatmaaen        
आत्माएं   aatmaaen        
आत्माओं   aatmaaon        
आत्मानंद        aatmaanand      
आत्मानुभव     aatmaanubhav    
आत्मानुभूति       aatmaanubhuti   
आत्मानुशासन       aatmaanushaashan        
आत्माभिव्यंजना      aatmaabhivyanjanaa      
आत्माराम        aatmaraam       
आत्मावलंबन  aatmaavalamban  
आत्मावलंबी  aatmaavalambee  
आत्मिक      aatmik  
आत्मिकता        aatmikataa      
आत्मीय      aatmeeya        
आत्मीयता        aatmeeyataa     
आत्मोत्कर्ष       aatmokrsh       
आत्मोत्सर्ग       aatmotsarg      
आत्मोन्नति  aatmonnati      
आत्रेय      aatreya 
आत्रेयी   aatreyee        
आथि       aathi   
आथी       aathee  
आद  aad     
आदत       aadat   
आदतन    aadatan 
आदतों aadaton 
आदम       aadam   
आदमकद aadamkad        
आदमखोर      aadamkhor       
आदमपुर      aadampur        
आदमियत      aadmiyat        
आदमियो      aadmiyo 
आदमियों   aadmiyon        
आदमी    aadmee  
आदमख़ोर      aadmkhor        
आदर       aadar   
आदरणिय      aadareeya       
आदरपूर्वक     aadarpoorvak    
आदरसूचक   aadarsoochak    
आदर्श aadarsh 
आदर्शतः   aadarshatah     
आदर्शवाक्य  aadarshvaakya   
आदर्शवाद        aadarshvaad     
आदर्शवादियों    aadarshvaadiyon 
आदर्शवादी     aadarshvadee    
आदर्शित   aadarshit       
आदर्शीकरण     aadarsheekaran  
आदर्शो      aadarsho        
आदर्शों   aadarshon       
आदर्शोक्ति  aadarshokti     
आदर्शोन्मुख       aadarshonmukh   
आदाता aadataa 
आदान    aadaan  
आदाब    aadaab  
आदि       aadi    
आदिकाल      aadikaal        
आदिकालीन        aadikaaleen     
आदितः aaditah 
आदित्य      aaditya 
आदित्यसेन     aadityasen      
आदिदेव      aadidev 
आदिनाथ      aadinaath       
आदिपर्व   aadiparva       
आदिपुराण        aadipuran       
आदिपुरुष        aadipurush      
आदिपुरूष        aadipurush      
आदिबद्री        aadibaddree     
आदिम    aadim   
आदिल    aadil   
आदिलाबाद        aadilabaad      
आदिवर्णिक     aadivarnik      
आदिवासियों  aadivaasiyon    
आदिवासी   aadivasee       
आदिशक्ति        aadishakti      
आदिष्ट      aadisht 
आदी       aadee   
आदीपन adeepan 
आदेश    aadesh  
आदेशपूर्ण     aadeshpoorn     
आदेशात्मक     aadeshaatmak    
आदेशानुसार  aadeshanusaar   
आदेशार्थ        aadeshaarth     
आदेशित      aadeshit        
आदेशों      aadeshon        
आदोलन aadolan 
आद्यप्ररूपीय    aadyapraroopeeya        
आद्योगिक        aadyogik        
आद्र    aadra   
आद्रता      aadrataa        
आद्रा aadraa  
आध  aadh    
आधरित aadhaarit       
आधर्षण      aadharshan      
आधा       aadhaa  
आधान    aadhaan 
आधार    aadhaar 
आधारक aadhaarak       
आधारभूत   aadhaarbhoot    
आधाररूप   aadhaarroop     
आधारशिला        aadharshilaa    
आधारहीन   aadharheen      
आधारिक      aadhaarik       
आधारिका   aadharikaa      
आधारित      aadhaarit       
आधारी aadharee        
आधारों      aadhaaron       
आधासीसी   aadhaseesee     
आधि       aadhi   
आधिकारिक        aadhikaarik     
आधिक्य      aadhikya        
आधिदैविक        aadhidaivik     
आधिपत्य   aadhipatya      
आधिभौतिक        aadhibhautik    
आधी       aadhee  
आधीन    aadheen 
आधुनिक      aadhunik        
आधुनिकतम        aadhuniktam     
आधुनिकता        aadhuniktaa     
आधुनिकतावाद       aadhuniktavaad  
आधुनिकतावादी    aadhuniktavadee 
आधुनिकरण        aadhunikaran    
आधुनिकीकरण  aadhunikeekaran 
आधुनिकोत्तरवादी   aadhunikottarvadee      
आधे       aadhe   
आध्यात्म        aadhyaatm       
आध्यात्मविद्या      aadhyaatmvidyaa 
आध्यात्मिक  aadhyaatmik     
आध्यात्मिकता    aadhyaatmiktaa  
आनंद    aanand  
आनंदकर      aanandakar      
आनंदकारक        aanandakaarak   
आनंदजी      aanandajee      
आनंदजीवी        aanandajevee    
आनंददायक        aanandadayak    
आनंददिवस        aanandadivas    
आनंदपुर   aanandpur       
आनंदपूर्ण     aanandapoorn    
आनंदपूर्वक  aanandapoorvak  
आनंदप्रद        aanandaprad     
आनंदमय      aanandamaya     
आनंदित      aanandit        
आनंदी aanandee        
आनंदोत्सव     aanandotsav     
आनंदोल्लास  aanandollaas    
आनत       aanat   
आनति    aanati  
आननी    aananee 
आनन्द aanand  
आनन्ददान        aanandadaan     
आनन्दन      aanandan        
आनन्दपुर        aanandapur      
आनन्दमय   aanandmay       
आनन्दित   aanandit        
आनन्दी      aanandee        
आनन्दोत्सव  aanandotsav     
आनबान aanbaan 
आनरेरी      aanreree        
आनर्त aanart  
आनलाइन      aanlaaen        online
आना       aanaa   
आनाकानी   aanaakaanee     
आनी       aanee   
आनीत    aaneet  
आनुपातिक        aanupaatik      
आनुपूर्व        aanupoorv       
आनुपूर्वी     aanupoorvee     
आनुवंशिक        aanuvanshik     
आनुवंशिकता  aanuvanshiktaa  
आनुवंशिकी     aanuvanshikee   
आनुवंशिकीविद् aanuvanshikeevid        
आनुवांशिक     aanuvaanshik    
आनुवांशिकता       aanuvaanshiktaa 
आनुवांशिकी  aanuvaanshikee  
आनुवांशिकीविज्ञानी  aanuvaanshikevigyanee   
आनुषंगिक        aanushangik     
आनुषांगिक     aanushaangik    
आने       aane    
आनेवाला   aanewalaa       
आनेवाली   aanewalee       
आनेवाले   aanewaale       
आनेवालों        aanewaalon      
आन्तरिक   aantarik        
आन्तर्राष्ट्रीयता     aantarrashtreeyataa     
आन्दोलक   aandolak        
आन्दोलन   aandolan        
आन्दोलनकारियों      aandolankaariyon        
आन्दोलनों     aandolanon      
आन्द्रे   aandre  
आन्ध्र      aandhra 
आन्ध्रप्रदेश    aandhrapradesh  
आन्नद aanand  
आन्नदोत्सव  aanandotsav     
आप  aap     
आपका    aapkaa  
आपकाजी      aapkajee        
आपकी    aapkee  
आपके    aapke   
आपको    aapko   
आपकों aapkon  
आपजात्य   aapjaatya       
आपटे    aapte   
आपतिजनक   aapatijanak     
आपत्ति      aapatti 
आपत्तिकर्ता       aapattikartaa   
आपत्तिजनक     aapattijank     
आपत्तिपूर्ण       aapattipoorn    
आपत्तियां     aapattiyaan     
आपत्तियों     aapattiyon      
आपत्तिहीन     aapattiheen     
आपद       aapad   
आपदा    aapadaa 
आपदाएँ      aapadaaen       
आपदाओं      aapadaaon       
आपदाग्रस्त  aapadaagrast    
आपना    aapanaa 
आपने    aapane  
आपन्न aapanna 
आपबीती      aapabetee       
आपमें aapamen 
आपराधिक   aaparaadhik     
आपरेटर      aaparetor       
आपरेटिंग        aapareting      operating
आपरेशन      aapareshan      operation
आपरेशनों        aapareshanon    
आपलोग aapalog 
आपस       aapas   
आपसदारी   aapasdaree      
आपसी    aapasee 
आपसे    aapase  
आपही    aapahee 
आपा       aapaa   
आपात    aapaat  
आपातकाल   apaatkaal       
आपातकालीन     apaatkaaleen    
आपातस्थिति  aapaatasthiti   
आपाधापी   aapadhapee      
आपु       aapu    
आपूरण aapooran        
आपूर्ति   aapoorti        
आपूर्तिकर्ता    aapoortikartaa  
आपूर्तिकर्ताओं      aapoortikartaaon        
आपूर्तियाँ  aapoortiyaan    
आपे       aape    
आपेक्ष      aapeksh 
आपेक्षिक        aapekshik       
आपेक्षिकता  aapekshikataa   
आपेक्षिकीय  aapekshikeeya   
आपेक्षित        aapekshit       
आपो       aapo    
आप्टे aapte   
आप्त    aapta   
आप्तता      aaptataa        
आप्ति aapti   
आप्तोक्ति     aaptokti        
आप्रवास   aapravaas       
आप्रवासियों       aapravaasiyon   
आप्रवासी        aapravasee      
आप्लावित        aaplavit        
आप्लुत      aaplut  
आफ  aaf     
आफत       aafat   
आफताब aaftaab 
आफिस    aafis   
आफिसर aafisar 
आफीसर afeesar 
आफ्टर aftar   
आबंटन aabantan        
आबंटनों   aabantanon      
आबंटित      aabantit        
आबंटी aabantee        
आबकारी      aabakaree       
आबखोरा      aabakhoraa      
आबद्ध aabaddh 
आबनूसी      aabnosee        
आबरू    aabaroo 
आबहवा aabahavaa       
आबाद    aabaad  
आबादकार   aabadkaar       
आबादानी   aabadaanee      
आबादियों        aabadiyon       
आबादी aabadee 
आबी       aabee   
आबू       aaboo   
आबोहवा      aabohavaa       
आभा       aabhaa  
आभामंडल   aabhamandal     
आभार    aabhaar 
आभारी aabharee        
आभाव    aabhaav 
आभास    aabhaas 
आभासी aabhasee        
आभिजात्य        aabhijaatya     
आभीर    aabheer 
आभूषण aabhooshan      
आभूषणों   aabhooshanon    
आभूषित      aabhooshit      
आम  aam     
आमंत्रण   aamantran       
आमंत्रित        aamantrit       
आमंत्रितअना       aamantritanaa   
आमचुनाव   aamchunaav      
आमतौर aamtaur 
आमद       aamad   
आमदनी aamadanee       
आमना    aamanaa 
आमने    aamane  
आमन्त्रण        aamantran       
आमन्त्रित     aamantrit       
आमरण    aamaran 
आमलकी aamalakee       
आमला    aamalaa 
आमलेट aamalet omlet
आमवात aamavaat        
आमवाती      aamavatee       
आमादा aamadaa 
आमान    aamaan  
आमार    aamaar  
आमाल    aamaal  
आमाशय aamaashaya      
आमिर    aamir   
आमिल    aamil   
आमीन    aameen  
आमुख    aamukh  
आमूल    aamool  
आमेर    aamer   
आमों    aamon   
आमोद    aamod   
आमोन    aamon   
आम्र    aamra   
आम्रकुंज        aamrakunj       
आम्रपाली        aamrapalee      
आय  aaya    
आयंगर aayangar        
आयकर    aayakar 
आयडाहो      aayadaho        
आयड्रॉपर        aayadraper      
आयत       aayat   
आयतन    aayatan 
आयताकार   aayatakaar      
आयतुल्ला        aayatullaa      
आयतें aayaten 
आयतों aayaton 
आयद       aayad   
आयन       aayan   
आयनन    aayanan 
आयनिक aayanik 
आयनित aayanit 
आयनीकरण   aayaneekaran    
आयर       aayar   
आयरन    aayaran 
आयरलैंड   aayarlaind      island
आयरलैंडवासी       aayarlaindvasee 
आयरलैण्ड        aayarlaind      
आयरलैण्डवासी    aayarlaindvasee 
आयरिश aayarish        
आयरी    aayaree 
आयर्स aayars  
आयल       aayal   oil
आयलर    aayalar 
आयलैंड      aayalaind       
आयशा    aayashaa        
आयस       aayashaa        
आया       aayaa   
आयात    aayaat  
आयातक aayaatak        
आयातकों   aayaatakon      
आयातित      aayaatit        
आयाम    aayaam  
आयामी aayamee 
आयामों      aayaamon        
आयी       aayee   
आयीं    aayeen  
आयु       aayu    
आयुक्त      aayukt  
आयुक्तों        aayukton        
आयुध    aayudh  
आयुधों      aayudhon        
आयुर्विज्ञान    aayurvigyaan    
आयुर्वेद        aayurved        
आयुर्वेदाचार्य      aayurvedachaarya        
आयुर्वेदिक  aayurvedik      
आयुवर्ग   aayuvarg        
आयुष    aayush  
आयुषी aayushee        
आयुष्मान        ayushmaan       
आये       aaye    
आयें    aayen   
आयेंगे      aayenge 
आयेंगें   aayengen        
आयेगा aayegaa 
आयेगी aayegee 
आयो       aayo    
आयोग    aayog   
आयोगों      aayogon 
आयोजक aayojak 
आयोजकों   aayojako        
आयोजन aayojan 
आयोजनों   aayojanon       
आयोजिक      aayojik 
आयोजित      aayojit 
आयोटा aayotaa 
आयोडाइड   aayodaaid       
आयोडिन      aayodin iodine
आयोडीन      aayodeen        
आयोनिक      aayonik 
आयोनियन   aayoniyam       
आयोनी aayonee 
आयोवा aayovaa 
आर  aar     
आरंगुटान        aarangutaan     
आरंभ    aarambh 
आरंभक aarambhak       
आरंभकर्ता     aarambhakartaa  
आरंभिक      aarambhik       
आरआईबी      aaraaibee       
आरईसी RIC     these are abbribiation of something
आरईसी RIC     
आरएएफ RAF     
आरएनए RNA     
आरएफसी      RFC     
आरएमएस      RMS     
आरएमपी      RMP     
आरके    RK      
आरक्षक      aarakshak       
आरक्षण      aarakshan       
आरक्षित   aarakshit       
आरक्षी      aarakshee       
आरजीबी      RGB     
आरजू    aarjoo  
आरजे    aarje   
आरटीआई      RTI     
आरटीई RTE     
आरडी    RD      
आरण्यक      aaranyak        
आरतियों   aartiyon        
आरती    aartee  
आरन्गोटैंग  aarngotaing     
आरपार aarpaar 
आरपी    RP      
आरपीजी      RPG     
आरबीआई      RBI     
आरबीएस      RBS     
आरबीसी      RBC     
आरमीनियन        aarmeeniyam     
आरमेइक      aarmeik 
आरम्भ aarambh 
आरम्भिक   aarambhik       
आरव       aarav   
आरसी    aarsee  
आरस्य aarasya 
आरा       aaraa   
आराकस aaraakas        
आराधक aaraadhak       
आराधना      aaradhnaa       
आराधनापूर्ण       aaradhnapoorn   
आराधनालय        aaradhnaalan    
आराध्य      aaraadhya       
आराम    aaraam  
आरामकरना        aaramkarnaa     
आरामकुर्सी  aaramkursee     
आरामगाह   aaramgaah       
आरामतलब   aaramtalab      
आरामतलबी        aaramtalabee    
आरामदाय   aaramdaaya      
आरामदायक        aaramdaayak     
आरामदेह   aaramdeh        
आरिफ    aarif   
आरिया aariyaa 
आरिफ़    aarif   
आरी       aari    
आरुणि aaruni  
आरुल    aarul   
आरुषि aarushi 
आरेख    aarekh  
आरेखकार   aarekhkaar      
आरेखण aarekhan        
आरेखीय      aarekheeya      
आरोग्य      aarogya 
आरोग्यआश्रम       aarogyaasharam  
आरोग्यकारक  aarogyakaarak   
आरोग्यजनक     aarogyajank     
आरोग्यता        aarogyataa      
आरोग्यप्रद  aarogyaprad     
आरोग्यलाभ     aarogyalaabh    
आरोग्यशास्र       aarogyashaastra 
आरोचन aarochan        
आरोन    aaron   
आरोप    aarop   
आरोपक aaropak 
आरोपण aaropan 
आरोपणीय   aaropaneeya     
आरोपित      aaropit 
आरोपियों        aaropiyon       
आरोपी aaropee 
आरोपों      aaropon 
आरोह    aaroh   
आरोहक aarohak 
आरोहण aarohan 
आरोहमापक        aarohmaapak     
आरोहित      aarohit 
आरोही aarohee 
आर्क    aark    
आर्कटिक   aarktik arctic
आर्कटिकसागर       aarktiksaagar   
आर्कबिशप        aarkbishap      
आर्कषण      aarkashan       
आर्काइव   aarkaaiv        archive
आर्किटेक्चर       aarkitekchar    
आर्किटेक्ट  aarkitekt       architect
आर्किड      aarkid  
आर्किमिडिज़  aarkimidiz      
आर्किमिडीज  aarkimidij      
आर्कियन   aarkiyan        
आर्किया   aarkiyaa        
आर्केडिया     aarkediyaa      
आर्केस्ट्र  aarkestra       
आर्केस्ट्रा       aarkestraa      
आर्गन aargan  
आर्गेनाइजेशन    aargenaaijeshan 
आर्गेनिक        aargenik        
आर्च    aarch   
आर्चबिशप        aarchbishap     
आर्ची aarchee 
आर्ट    art     
आर्टस arts    
आर्टिकल   aartikal        article
आर्टिकल्स     aarticals       
आर्टिफिशियल       aartifishiyal   artificial
आर्टिलरी        aartilary       
आर्टिस्ट        aartist 
आर्टिस्ट्स  aartistas       
आर्टेमिस        aartemis        
आर्ट्स      aarts   
आर्डर aardar  order
आर्डिनेंस     aardinens       
आर्त    aart    
आर्तनाद   aartanaad       
आर्तवजनक        aartavajank     
आर्थर aarthar 
आर्थराइटिस  aartharaaitis   
आर्थिक      aarthik 
आर्थिकसहायता    aarthiksahayataa        
आर्थिकिता     aarthikitaa     
आर्थिकी   aarthikee       
आर्थोपेडिक  aarthopedic     orthopadic
आर्थ्राइटिस       aarthraaitis    
आर्दश aadarsh 
आर्द्र      aardra  
आर्द्रक   aardrak 
आर्द्रकर        aardrakar       
आर्द्रकारक  aardrakaarak    
आर्द्रता        aardrataa       
आर्द्रतामापी    aardratamapee   
आर्द्रतारहित    aardratarahit   
आर्द्रा   aardraa 
आर्द्रीकरण  aardreekaran    
आर्नल्ड   aarnald 
आर्पेजिओ        aarpejio        
आर्म    arm     
आर्मस्ट्रांग    aarmstrang      
आर्मी aarmee  
आर्मीनिया     aarmeeniyaa     
आर्मीनियाई  aarmeeniyai     
आर्मेचर   aarmechar       
आर्मेनियन     aarmeniyam      
आर्मेनिया     aarmeniyaa      
आर्मेनियाई  aarmeniyaai     
आर्य    aarya   
आर्यन aaryan  
आर्यपुत्र     aaryaputra      
आर्यभट      aaryabhat       
आर्यभटीय        aaryabhateeya   
आर्यभट्ट        aaryabhatt      
आर्यभाषाओं  aaryabhashaaon  
आर्यसमाज        aaryasamaaj     
आर्या aaryaa  
आर्यावर्त     aaryaavart      
आर्यिका   aaryikaa        
आर्यों      aaryon  
आर्लिन्गटन  aarlingatan     
आर्शिवाद        aashirvaad      
आर्शीवाद        aasheervaas     
आर्सीन      aarseen 
आर्सेनल   aarsenal        
आर्सेनाइट     aarsenaait      
आर्सेनिक        aarsenik        
आर्सेलर   aarselar        
आरज़ू    aarzoo  
आलंकारिक        aalankaarik     
आलंब    aalamb  
आलंबन aalamban        
आलंबी aalambee        
आलपिन aalapin 
आलपीन aalapeen        
आलप्पुष़ा     aalappushaa     
आलमआरा      aalamaaraa      
