अ     A
अहोई    ahoi
अह्द    ahadh
अक़्ल    akal
अक़्लमंद   akalmandh
अख़बारी      akhbari
अख़बारों   akhbaron
अख़रोट akhrot
अख़्तियार        aakhityaar
अज़  aj
अज़बेस्टो        ajbesto
अज़रबैजान        ajarbaijan
अज़हर    ajhar
अज़हरुद्दीन  azarhuddin
अज़ान    aazan
अज़ीज़    aziz
अज़ेलिया   azeliya
अड़  aar
अड़ंगा aarga
अड़ंगेबाज़        arangbaj
अड़चन    archan
अड़चनों      archano
अड़तालीस   artalis
अड़तीस artis
अड़ना    arna
अड़वार arwar
अड़वाल arwal
अड़सठ    arsath
अड़हुल aarhul
अड़ियल aareal
अड़ियलपन   aarealpan
अड़े       aare
अढ़तिया      aartiyan
अढ़ाई    aarahi
अफ़गान afgan
अफ़गानिस्तान       afganisthan
अफ़गानीवासी  afganvasi
अफ़गानों   afghano
अफ़रीदी      afridi
अफ़लातून   aflatoon
अफ़वाही      afwahi
अफ़वाहें   afwahen
अफ़वाहों   afwahon
अफ़संतीन   afsantin
अफ़सरशाही        afsarshahi
अफ़सराना   afsarana
अफ़सरों      afsaro
अफ़साना      afsana
अफ़साने      afsane
अफ़सुरदा   afsurda
अफ़सोस afsos
अफ़सोसनाक        afsosnak
अफ़ीम    afim
अफ़ीमची      afimchi
अफ़्गानिस्तान    afganisthan
अफ़्यून      afyun
अफ़्रिकैनी     afrinkaini
अफ़्रीका   africa
अफ़्रीकाँस     africans
अफ़्रीकान्स  africans
अफ़्रीकी   africi
अफ़्रीदी   afridi
अफ़्रो afro
अफ़्ग़ानिस्तान    afganisthan
अफ़ग़ान afgan
अफ़ग़ानियों     afganiyon
अफ़ग़ानी      afgani
अफ़ग़ानों   afgano
अफ़ज़ल    afzal
आँक       aak
आँकना aakna
आँका    aaka
आँकें aanke
आँकड़ा aankra
आँकड़ी aankri
आँकड़े aankre
आँख       aankh
आँखे    aakhe
आँखें aakhe
आँखो    aankho
आँखों aankho
आँगन    aangan
आँच       aach
आँचल    aachal
आँटी    aati
आँत       aat
आँतें aate
आँतों aaton
आँधी    aandhi
आँध्र aanghra
आँवला aamvala
आँसुओं      aasuon
आँसू    aasu
आंकडा aankra
आंकडे aankre
आंकडों      aankdo
आंकना aankna
आंकने aankne
आंका    aanka
आंकिक aankik
आंकी    aanki
आंकुस aankus
आंकड़ा aankra
आंकड़े aankre
आंकड़ों      aankro
आंख       aankh
आंखे    aankhe
आंखें aankhe
आंखो    aakho
आंखों aankhon
आंग       aag
आंगन    aagan
आंगिरस      aangiras
आंग्लप्रियता    aangalpriyata
आंग्लप्रेमी       aangalpremi
आंग्लरागी     angalragi
आंच       aanch
आंचल    aanchal
आंचलिक      aanchalik
आंटी    aati
आंत       aanth
आंतक    aangtak
आंतकवाद   aangtakwad
आंतकवादी        aangtakwadi
आंतरायिक        aantaraik
आंतरिक      aantarik
आंतरिकता        antarikta
आंतें aate
आंतों aaton
आंत्र aantr
आंत्रिक   antrik
आंतड़ी antri
आंदोलन      aandolan
आंदोलनकर्ता       aandolankarta
आंदोलनकारियों aandolankariyon
आंदोलनकारी  aandolankari
आंदोलनों        aandolano
आंदोलित   aandolit
आंद्रे      aandre
आंद्रेई   aandrei
आंधी    aandhi
आंध्र aandhra
आंध्रप्रदेश       andhrapradesh
आंनद    anand
आंबेडकर   ambedkar
आंरभ    aarambh
आंव       aamv
आंवला aamla
आंवले aamle
आंशका angshka
आंशिक angshik
आंसुओं      asuon
आंसू    aasu
आंड़यल angrayel
आइंदा aainda
आइंस्टाइन     aienstaien
आइंस्टीन        aienstin
आइआरसी      IRC
आइए       aeye
आइएगा ayega
आइएसओ ISO
आइएसबी      ISB
आइकन    icon
आइकमन icmon
आइकॉन icon
आइजक    ijac
आइजैक ijjac
आइजोल ijol
आइजोल ijol
आइटम    item
आइटम्स      items
आइडल    idol
आइडिया      idea
आइडेंटिटी     identity
आइना    aina
आइनू    ainu
आइने    aine
आइन्स्टीन     ienstien
आइपैड ipad
आइपॉड ipod
आइपोमिया        ipomiya
आइफोन iphone
आइब्रो      eyebrow
आइये    aaeye
आइरन    iron
आइरिश irish
आइरिस iris
आइल       aisle
आइलेट ilet
आइलैंड      island
आइलैंड्स        islands
आइवरी ivory
आइवी    ivy
आइसक्रीम        icecream
आइसबर्ग   iceberg
आइसलैंड   iceland
आइसलैंडिक     icelandic
आइसलैण्ड        iceland
आइसिंग      icing
आइसीसी      ICC
आइसो    ISO
आइसोटोप   isotope
आइस्ड iced
आइज़       eyes
आइज़क    ijjac
आई  i
आईं       i
आईआईएम      IIM
आईआईटी      IIT
आईआरएस      IRS
आईआरसीटीसी  IRCTC
आईईसी IEC
आईएईए IAE
आईएएस ISS
आईएनए INA
आईएनएच      INH
आईएनसी      INC
आईएमएफ      IMF
आईएसओ ISO
आईएसपी      ISP
आईएसपी      ISP
आईएसबीऍन        ISBN
आईएसबीएन        ISBN
आईओएल IOL
आईओसी IOC
आईगेट igate
आईटी    IT
आईटीआईएल        ITIL
आईटीबीपी        ITBP
आईटीयू      ITU
आईटीसी      ITC
आईट्यून्स     ITU
आईडी    ID
आईडीबीआई        IDBI
आईडीसी      IDC
आईन       aain
आईना    aayena
आईने    aaene
आईपी    IP
आईपीए IPA
आईपीएल      IPL
आईपीटीवी        IPTV
आईपीसीसी        IPCC
आईपैड ipad
आईपॉड ipod
आईपोड ipod
आईबी    IB
आईबीएम      IBM
आईयूसीएन        IUCN
आईये    aaye
आईलैंड      island
आईवीएफ      IVF
आईवीएफ़      IVF
आईवोर Ivor
आईसी    IC
आईसीआईसीआई  ICICI
आईसीटी      ICT
आईसीयू      ICU
आईसीसी      ICC
आईफ़ोन iphone
आउंस    ounce
आउट       out
आउटडोर      outdoor
आउटपुट      output
आउटफिट      outfit
आउटफील्ड        outfield
आउटबाउंड        outbound
आउटबॉक्स        outbox
आउटर    outer
आउटरीच      outrich
आउटलाइंग        outlying
आउटलुक      outlook
आउटलेट      outlet
आउटसोर्स        outsource
आउटसोर्सिंग       outsourcing
आउटस्टैंडिंग    outstanding
आऊँ       aaon
आऊँगा aaonga
आऊँगी aaongi
आऊं       aaon
आऊंगा aaonga
आऊट       out
आएँ       aaye
आएँगी aayegi
आएँगे aayenge
आएं       aaye
आएंगी aayegi
आएंगे aayenge
आएंगें      aayenge
आएगा    aayega
आएगी    aayegi
आओ  aao
आओगे    aaoge
आक  aak
आकंठ    aakanth
आकंपित      aakanpith
आकर       aakar
आकरी    aakri
आकर्शक      aakarshak
आकर्षक      aakarshak
आकर्षकता        aakarshakta
आकर्षण      aakarshan
आकर्षणी   aakarshani
आकर्षणों        aakarshano
आकर्षित   aakarshit
आकलन    aaklan
आकलनकर्ता     aakalankarta
आकलनों      aaklano
आकलित aaklit
आकलैंड      auckland
आकल्प aakalp
आकस्मिक   aakasmik
आकस्मिकता     akasmikta
आकस्मिकोद्भव    aakasmikobhadva
आका       aaka
आकांक्षा        aakansha
आकांक्षाओं  aakanshaon
आकांक्षित     aakanchit
आकांक्षी        aakankhi
आकांशा      aakansha
आकाओं aakaon
आकार    aakar
आकारक aakarak
आकारहीन   aakarhin
आकारहीनता     aakarhinta
आकारिक      aakarik
आकारिकी   aakariki
आकारों      aakaro
आकाल    aakal
आकाश    aakash
आकाशगंगा        aakashganga
आकाशगंगाओं  aakashgangaon
आकाशज aakaahj
आकाशदीप   aakashdeep
आकाशवाणी        aakashvani
आकाशीय      aakashiye
आकिन    aakin
आकिरकार   aakirkar
आकीर्ण      aakirna
आकुल    aakul
आकुलता      aakulta
आकृति aakriti
आकृतियाँ        aakritiyan
आकृतियां        aakritiya
आकृतियों        aakritiyon
आकृतिय़ा   aakritiyan
आकृष्ट      aakrishta
आके       aake
आक्रमण      aakraman
आक्रमणकारियों aakramankariyon
आक्रमणकारी  aakramankari
आक्रमणीय        aakramniye
आक्रमणों        aakramno
आक्रांत   aakranth
आक्रांता        aakrantha
आक्रान्त        aakrant
आक्रान्ता     aakranta
आक्रामक   aakramak
आक्रामकता     aakramakta
आक्रोश      aakrosh
आक्रोशित        aakroshit
आक्षिप्त        aakhipt
आक्षीरी   aakhiri
आक्षेप      aakhepp
आक्षेपक   aakhepak
आक्षेपिक        aakhepik
आक्षेपों        aakhepon
आक्षेप्त        aakhepth
आक्सफोर्ड     oxford
आक्साइडों     oxido
आक्सीजन   oxygen
आकड़ों aakro
आखरी    aakhri
आखिर    aakhir
आखिरकार   aakhirkar
आखिरी aakhiri
आखि़र aakhir
आखेट    aakhet
आखेटक aakhetak
आखों    aakhon
आख्या aakhya
आख्यान      aakhyan
आख्यानिक        aakhyanik
आख्यानों        aakhyano
आग  aag
आगंता aaganta
आगंतुक      aagantuk
आगंतुकों        aagantuku
आगजनी aagjani
आगणक    aagnak
आगणन    aagman
आगत       aagat
आगन्तुक   aagantuk
आगबबूला   aagbbula
आगम       aagam
आगमन    aagman
आगमनवाद   aagmanwad
आगमनवादी        aagamanwadi
आगमनात्मक     aagmanatmak
आगमों aagmno
आगर       aagar
आगरकर agarkar
आगरा    agra
आगरे    agre
आगल       aagal
आगा       aaga
आगाज    aagaj
आगामी agami
आगार    aagar
आगाह    aagah
आगाज़    aagaj
आगिल    aagil
आगी       aagi
आगुआ    aagua
आगे       aage
आग्नीध्र        agnidh
आग्नेय      aagnaye
आग्नेयगिरि  aagnayegiri
आग्नेयास्त्र    aagneyastra
आग्नेयास्त्रों      aagneyastron
आग्नेयोद्गार    aagneyudar
आग्रवर्ती     agravati
आग्रह aagrah
आग्रहपूर्ण  aagrahpurn
आग्रही      aagrhi
आगज़नी aagjani
आघात    aaghat
आघातक aaghatak
आघातों      aaghato
आघूर्ण      aghurn
आघोष    aaghosh
आचमन    aachman
आचरण    aachran
आचरणों      aacharano
आचलता aachalta
आचार    aachar
आचारण aacharan
आचारिक      aacharik
आचारी aachari
आचार्य      aacharya
आचार्यजी        acharyaji
आचार्या   acharya
आचार्यानी     acharyani
आचार्यो   acharyo
आचार्यों        acharyon
आच्छद achad
आच्छा acha
आच्छादन   achadan
आच्छादित        achadit
आच्छादी   achadi
आज  aaj
आजकल    aajkal
आजतक    aajtak
आजन्म ajanm
आजम       aajm
आजमगढ aajamgarh
आजमगढ़ aajamgarh
आजमपुर      aajampur
आजमाइश      aajmaish
आजमाना      aajmana
आजमाने      aajmane
आजमाया      aajmaya
आजमी    aajmi
आजा       aaja
आजाद    aazad
आजादपुर   azadpur
आजादी azadi
आजिज    aziz
आजीवन ajiwan
आजीविका   ajivika
आज्ञप्ति        aagyapti
आज्ञा agya
आज्ञाकारिता       aagyakarita
आज्ञाकारी     aagyakari
आज्ञात्मक     aagyatmak
आज्ञानुकूलता    aagyanukulta
आज्ञापक   aagyapak
आज्ञापन   aagyapan
आज्ञापरायणता    aagyaprayanta
आज्ञापालक     aagyapalak
आज्ञापालन     aagyapalan
आज्ञार्थ        aagyartha
आज्ञार्थक     aagyarthak
आटा       aata
आटे       aate
आटो       aato
आटोक्लेव        aatoklab
आठ  aath
आठवले aathwale
आठवाँ aathwa
आठवां aathwa
आठवीं aathwi
आठवें aathwe
आठैं    aathee
आठों    aatho
आड  aad
आडंबर aadambar
आडंबरप्रिय  aadambarpriye
आडम्बर      aadambar
आडम्बरपूर्ण       aadambarpurn
आडवाणी      advani
आडा       adda
आडिट    audit
आडिटर auditor
आडियो audio
आणविक aanvikk
आण्विक      aanvikk
आत  aat
आतंक    aatankh
आतंककारी        aatankari
आतंकवाद   aatankwad
आतंकवादियों       aatankwadiyon
आतंकवादी        aatankwadi
आतंकित      aatankit
आतंकियों        aatankiyo
आतंकी aatanki
आतंच    aatanch
आतंरिक      aantarik
आततायी      aattayi
आतशबाज़ी   aatashbaji
आता       aata
आतिथ्य      athithya
आतिश    aatish
आतिशबाजी        aatishbaji
आतिशी aatishi
आती       aati
आतीं    aati
आतुर    aatur
आतुरता      aaturta
आतुरताई   aaturtai
आतुरतापूर्वक    aaturtapurvak
आते       aate
आत्म    aatma
आत्मकथा   aatmakatha
आत्मकथात्मक       aatmakathatmak
आत्मकल्याण  aatmakalyan
आत्मकेंद्रित    aarmakendrit
आत्मकेन्द्रीयता   aatmakendriyata
आत्मगौरव        aatmagourav
आत्मग्लानि  aatmaglyani
आत्मघात   aatmaghat
आत्मघाती        aatmaghati
आत्मचिंतन     aatmachintan
आत्मज aatmj
आत्मजा      aatmja
आत्मज्ञान     aatmagyan
आत्मतत्त्व  aatmatathwa
आत्मतत्त्वज्ञान   aatmatathwagyan
आत्मतुष्ट     aatmatusht
आत्मतुष्टि  aatmatushti
आत्मतृप्ति  aatmatripti
आत्मदाह   aatmadah
आत्मनिरीक्षण    aatmanirikshan
आत्मनिर्णय  aatmanirnaye
आत्मनिर्भर  aatmanirbhar
आत्मनिर्भरता    aatmanirvarta
आत्मनिषेध     aatmanishedh
आत्मनिषेधक  aatmanishedhak
आत्मनिषेधी  aatmanishedhi
आत्मनिष्ठ     aatmanishth
आत्मपीड़न        aatmapiran
आत्मप्रदर्शनवादी        aatmapradarshanwadi
आत्मप्रशंसा       aatmaprasangsha
आत्मबल      aatmabal
आत्मबलिदानी       aatmabalidani
आत्मबोध   aatmabodh
आत्ममंथन        aatmmanthan
आत्मरक्षा     aatmaraksha
आत्मविकास     aatmavikas
आत्मविज्ञापक    aatmavigyapak
आत्मविज्ञापन    aatmavigyapan
आत्मविनाशी  aatmavinashi
आत्मविमोह     aatmawimoh
आत्मविश्लेषण    aatmavishleshan
आत्मविश्लेषी    aatmavishleshi
आत्मविश्वास       aatmavishwas
आत्मविश्वासपूर्ण        aatmavishwaspurn
आत्मविश्वासहीन      aatmavishwashin
आत्मविश्वासी    aatmavishwasi
आत्मविषयक     aatmavishayak
आत्मविस्मृति    aatmavismriti 
आत्मशक्ति     aatmashakti
आत्मसंतुष्ट       aatmasantusht
आत्मसंतुष्टि    aatmasantushti
आत्मसंतोष     aatmasantosh
आत्मसंदेह     aatmasandeh
आत्मसंयम        aatmsanyam
आत्मसंवरण     aatmasangwaran
आत्मसमर्पण  aatmasamarpan
आत्मसम्मान  aatmasamman
आत्मसर्पण     aatmasarpan
आत्मसाक्षात्कार   aatmasakhatkar
आत्मसात   aatmasath
आत्मसात्        aatmasat
आत्मसात्करण       aatmasatkaran
आत्मसुझाव     aatmasujhav
आत्मसुरक्षा       aatmasuraksha
आत्महत्या     aatmahatya
आत्महत्याएं       aatmahatyaye
आत्मा aatma
आत्माएँ   aatmayen
आत्माएं   aatmayen
आत्माओं   aatmaon
आत्मानंद        aatmanand
आत्मानुभव     aatmanubhav
आत्मानुभूति       aatmanubhuti
आत्मानुशासन       aatmanushan
आत्माभिव्यंजना      aatmaviwayamjana
आत्माराम        aatmaram
आत्मावलंबन  aatmabalangban
आत्मावलंबी  aatmabalambi
आत्मिक      aatmic
आत्मिकता        aatmikata
आत्मीय      aatmiye
आत्मीयता        aatmiyeta
आत्मोत्कर्ष       aatmotkarsh
आत्मोत्सर्ग       aatmotsarg
आत्मोन्नति  atmonnati
आत्रेय      aatreye
आत्रेयी   aatreyee
आथि       aathi
आथी       aathi
आद  aad
आदत       aadat
आदतन    aadtan
आदतों aadaton
आदम       adam
आदमकद aadamkad
आदमखोर      aadamkhor
आदमपुर      aadampur
आदमियत      aadmiyat
आदमियो      aadmiyon
आदमियों   aadmiyon
आदमी    aadmi
आदमख़ोर      aadamkhor
आदर       aadar
आदरणिय      aadarniyeh
आदरपूर्वक     aadarpurvak
आदरसूचक   aadarsuchak
आदर्श aadarsh
आदर्शतः   aadarshat
आदर्शवाक्य  aadarshvakya
आदर्शवाद        aadarshbad
आदर्शवादियों    aadarshvadiyon
आदर्शवादी     aadarshwadi
आदर्शित   aadarshit
आदर्शीकरण     aadarshikaran
आदर्शो      aadarshon
आदर्शों   aadarshon
आदर्शोक्ति  aadarshakti
आदर्शोन्मुख       aadarshonmukh
आदाता aadata
आदान    aadan
आदाब    aadab
आदि       aadi
आदिकाल      aadikal
आदिकालीन        aadikalin
आदितः aadit
आदित्य      aaditya
आदित्यसेन     aadityasen
आदिदेव      aadidev
आदिनाथ      aadinath
आदिपर्व   aadiparv
आदिपुराण        aadipuran
आदिपुरुष        aadipurush
आदिपुरूष        aadipurush
आदिबद्री        aadibadri
आदिम    aadim
आदिल    aadil
आदिलाबाद        aadilabad
आदिवर्णिक     aadivarnik
आदिवासियों  aadivasiyon
आदिवासी   aadivasi
आदिशक्ति        aadishakti
आदिष्ट      aadisht
आदी       aadi
आदीपन aadipan
आदेश    aadesh
आदेशपूर्ण     aadeshpurvak
आदेशात्मक     aadeshatmak
आदेशानुसार  aadeshanusar
आदेशार्थ        aadesharth
आदेशित      aadeshet
आदेशों      aadeshon
आदोलन aadolan
आद्यप्ररूपीय    aadhaprarupiye
आद्योगिक        aadhogik
आद्र    aadr
आद्रता      aadrata
आद्रा aadra
आध  aadh
आधरित aadharit
आधर्षण      aagharshan
आधा       aadha
आधान    aadhan
आधार    aadhar
आधारक aadharak
आधारभूत   aadharbhut
आधाररूप   aadharrup
आधारशिला        aadharshila
आधारहीन   aadharhin
आधारिक      aadharik
आधारिका   aadharika
आधारित      aadharit
आधारी aadhari
आधारों      aadharon
आधासीसी   aadhasisi
आधि       aadhi
आधिकारिक        aadhikarik
आधिक्य      aadhikya
आधिदैविक        aadhidayevik
आधिपत्य   aadhipatya
आधिभौतिक        aadhibhautik
आधी       aadhi
आधीन    aadhin
आधुनिक      aadhunik
आधुनिकतम        aadhuniktam
आधुनिकता        aadhunikta
आधुनिकतावाद       aadhuniktabad
आधुनिकतावादी    aadhuniktabadi
आधुनिकरण        aadhunikaran
आधुनिकीकरण  aadhunikikaran
आधुनिकोत्तरवादी   aadhunikotarvadi
आधे       aadhe
आध्यात्म        aadhyatam
आध्यात्मविद्या      aadhyatamvidya
आध्यात्मिक  aadhyatmik
आध्यात्मिकता    aadhyatmikata
आनंद    aanand
आनंदकर      aanandkar
आनंदकारक        aanandakarak
आनंदजी      aanandji
आनंदजीवी        aanandjivi
आनंददायक        aanandayak
आनंददिवस        aanandivas
आनंदपुर   aanandpur
आनंदपूर्ण     aanandpurn
आनंदपूर्वक  aanandpurvak
आनंदप्रद        aanandprad
आनंदमय      aanandmay
आनंदित      aanandit
आनंदी aanandi
आनंदोत्सव     aanandotsav
आनंदोल्लास  aanandullas
आनत       aanat
आनति    aanti
आननी    aanni
आनन्द aanand
आनन्ददान        aananddan
आनन्दन      aanandan
आनन्दपुर        aanandpur
आनन्दमय   aanandmay
आनन्दित   aanandit
आनन्दी      aanandi
आनन्दोत्सव  aanandutsav
आनबान aanban
आनरेरी      aanreri
आनर्त aanarth
आनलाइन      online
आना       aana
आनाकानी   aanakani
आनी       aani
आनीत    aanit
आनुपातिक        aanupatik
आनुपूर्व        aanupurv
आनुपूर्वी     aanupurvi
आनुवंशिक        aanuvanshik
आनुवंशिकता  aanuvanshikata
आनुवंशिकी     aanuvanshiki
आनुवंशिकीविद् aanuvanshikibid
आनुवांशिक     aanuvanshik
आनुवांशिकता       aanuvanshikata
आनुवांशिकी  aanuvanshiki
आनुवांशिकीविज्ञानी  aanuvanshikivigyani
आनुषंगिक        aanushangik
आनुषांगिक     aanushangik
आने       aane
आनेवाला   aanewala
आनेवाली   aanewali
आनेवाले   aanewale
आनेवालों        aanewalon
आन्तरिक   aantarik
आन्तर्राष्ट्रीयता     aantarashtriyata
आन्दोलक   aandolak
आन्दोलन   aandolan
आन्दोलनकारियों      aandolankariyon
आन्दोलनों     aandolano
आन्द्रे   aandre
आन्ध्र      andhra
आन्ध्रप्रदेश    andhrapradesh
आन्नद aanand
आन्नदोत्सव  aanandutsav
आप  aap
आपका    aapka
आपकाजी      aapkaji
आपकी    aapki
आपके    aapke
आपको    aapko
आपकों aapko
आपजात्य   aapjatya
आपटे    aapte
आपतिजनक   aaptijanak
आपत्ति      aapti
आपत्तिकर्ता       aaptikarta
आपत्तिजनक     aaptijanak
आपत्तिपूर्ण       aaptipurn
आपत्तियां     aaptiyon
आपत्तियों     aaptiyon
आपत्तिहीन     aaptihin
आपद       aapad
आपदा    aapda
आपदाएँ      aapdayen
आपदाओं      aapdaon
आपदाग्रस्त  aapdagrasth
आपना    aapna
आपने    aapne
आपन्न aapann
आपबीती      aapbiti
आपमें aapmein
आपराधिक   aapradhik
आपरेटर      operator
आपरेटिंग        operating
आपरेशन      operation
आपरेशनों        operationo
आपलोग aaplog
आपस       aapas
आपसदारी   aapasdari
आपसी    aapsi
आपसे    aapse
आपही    aaphi
आपा       aapa
आपात    aapath
आपातकाल   aapathkal
आपातकालीन     aapathkalin
आपातस्थिति  aapathsthiti
आपाधापी   aapadhi
आपु       aapu
आपूरण aapuran
आपूर्ति   aapurti
आपूर्तिकर्ता    aapurtikarta
आपूर्तिकर्ताओं      aapurtikartaon
आपूर्तियाँ  aapurtiyan
आपे       aape
आपेक्ष      aapeksh
आपेक्षिक        aapekhik
आपेक्षिकता  aapekheshikata
आपेक्षिकीय  aapekshkiye
आपेक्षित        aapekshit
आपो       aapo
आप्टे aapete
आप्त    aapat
आप्तता      aapatta
आप्ति aapti
आप्तोक्ति     aaptoti
आप्रवास   aapravas
आप्रवासियों       aapravasiyon
आप्रवासी        aapravasi
आप्लावित        aaplavit
आप्लुत      aapluth
आफ  aaf
आफत       aafat
आफताब aafatab
आफिस    office
आफिसर officer
आफीसर officer
आफ्टर after
आबंटन aambatan
आबंटनों   aambatano
आबंटित      aamtit
आबंटी aambti
आबकारी      aabkari
आबखोरा      aabkhora
आबद्ध aabdh
आबनूसी      aabnusi
आबरू    aabru
आबहवा aabhva
आबाद    aabad
आबादकार   aabadkar
आबादानी   aabadani
आबादियों        aabadiyon
आबादी aabadi
आबी       aabi
आबू       aabu
आबोहवा      aabohawa
आभा       aabha
आभामंडल   aabhamandal
आभार    aabhar
आभारी aabhari
आभाव    aabhav
आभास    aabhas
आभासी aabhasi
आभिजात्य        aanhijatya
आभीर    aabhir
आभूषण aabhushan
आभूषणों   aabhushano
आभूषित      aabhushit
आम  aam
आमंत्रण   aamantran
आमंत्रित        aamantrit
आमंत्रितअना       aamantritana
आमचुनाव   aamchunav
आमतौर aamtaur
आमद       aamad
आमदनी aamdani
आमना    aamna
आमने    aamne
आमन्त्रण        aamantran
आमन्त्रित     aamantrit
आमरण    aamrann
आमलकी aamalki
आमला    aamla
आमलेट omlette
आमवात aamvat
आमवाती      aamvati
आमादा aamada
आमान    aamann
आमार    aamar
आमाल    aamal
आमाशय aamashay
आमिर    aamir
आमिल    aamil
आमीन    aamin
आमुख    aamukh
आमूल    aamul
आमेर    aamer
आमों    aamo
आमोद    aamod
आमोन    aamon
आम्र    aamr
आम्रकुंज        aamrkunj
आम्रपाली        aamrpali
आय  aaye
आयंगर aayangar
आयकर    aaykar
आयडाहो      aaydaho
आयड्रॉपर        eyedropper
आयत       aayat
आयतन    aaytan
आयताकार   aayatkar
आयतुल्ला        aayatulya
आयतें aayaten
आयतों aayaton
आयद       aayad
आयन       aayan
आयनन    aayann
आयनिक aayanik
आयनित aayanit
आयनीकरण   aayijikaran
आयर       aayar
आयरन    iron
आयरलैंड   ireland
आयरलैंडवासी       irelandvasi
आयरलैण्ड        ireland
आयरलैण्डवासी    irelandvasi
आयरिश irish
आयरी    aayri
आयर्स aayars
आयल       oil
आयलर    oiler
आयलैंड      island
आयशा    aiysha
आयस       aayas
आया       aaya
आयात    aayat
आयातक aayatak
आयातकों   aayatakon
आयातित      aayatit
आयाम    aayam
आयामी aayami
आयामों      aayamo
आयी       aayi
आयीं    aayi
आयु       aayu
आयुक्त      aayukth
आयुक्तों        aayukthyon
आयुध    aayudh
आयुधों      aayudhon
आयुर्विज्ञान    aayurvigyan
आयुर्वेद        aayurved
आयुर्वेदाचार्य      aayurvedacharya
आयुर्वेदिक  aayurvedic
आयुवर्ग   aayurvargh
आयुष    aayush
आयुषी aayushi
आयुष्मान        aayushman
आये       aaye
आयें    aayen
आयेंगे      aayenge
आयेंगें   aayengen
आयेगा aayega
आयेगी aayegi
आयो       aayo
आयोग    aayog
आयोगों      aayogon
आयोजक aayojak
आयोजकों   aayojakon
आयोजन aayojan
आयोजनों   aayojano
आयोजिक      aayojik
आयोजित      aayojit
आयोटा aayota
आयोडाइड   aayodide
आयोडिन      iodine
आयोडीन      iodine
आयोनिक      ionik
आयोनियन   aayoniyam
आयोनी aayoni
आयोवा aayowa
आर  aar
आरंगुटान        orangutan
आरंभ    aarambh
आरंभक aarambhak
आरंभकर्ता     aarambhkarta
आरंभिक      aarambhik
आरआईबी      RIB
आरईसी REC
आरईसी REC
आरएएफ RAF
आरएनए RNA
आरएफसी      RFC
आरएमएस      RMS
आरएमपी      RMP
आरके    RK
आरक्षक      aarakhshak
आरक्षण      aarakhshan
आरक्षित   aarakhshit
आरक्षी      aarakhshi
आरजीबी      RGB
आरजू    aarju
आरजे    RJ
आरटीआई      RTI
आरटीई RTE
आरडी    RD
आरण्यक      aranyak
आरतियों   aartiyon
आरती    aarti
आरन्गोटैंग  orangutan
आरपार aarpar
आरपी    aarpi
आरपीजी      APG
आरबीआई      RBI
आरबीएस      RBS
आरबीसी      RBC
आरमीनियन        aarminium
आरमेइक      aarmeic
आरम्भ aarambh
आरम्भिक   aarambhik
आरव       aarav
आरसी    aarsi
आरस्य aarasya
आरा       aarakhshak
आराकस aarakas
आराधक aaradhak
आराधना      aaradhana
आराधनापूर्ण       aradhnapurn
आराधनालय        aradhnalay
आराध्य      aaradhy
आराम    aarambh
आरामकरना        aaramkarna
आरामकुर्सी  aaramkursi
आरामगाह   aaramgah
आरामतलब   aatamtalab
आरामतलबी        aaramtalbi
आरामदाय   aaramdaye
आरामदायक        aaramdayak
आरामदेह   aaramdeh
आरिफ    aarif
आरिया aariya
आरिफ़    aariff
आरी       aarif
आरुणि aaruni
आरुल    aarul
आरुषि aarushi
आरेख    aarekh
आरेखकार   aarekhkar
आरेखण aarekhan
आरेखीय      aarekhiye
आरोग्य      aarogya
आरोग्यआश्रम       aarogyaashram
आरोग्यकारक  aarogyakarak
आरोग्यजनक     aarogyajanak
आरोग्यता        aarogyata
आरोग्यप्रद  aarogyaprad
आरोग्यलाभ     aarogyalabh
आरोग्यशास्र       aarogyashastra
आरोचन aarochan
आरोन    aaron
आरोप    aarop
आरोपक aaropak
आरोपण aaropan
आरोपणीय   aaropaniye
आरोपित      aaropit
आरोपियों        aaropiyon
आरोपी aaropit
आरोपों      aaropon
आरोह    aaroh
आरोहक aarohak
आरोहण aarohan
आरोहमापक        aarohmapak
आरोहित      aarohit
आरोही aarohi
आर्क    arc
आर्कटिक   arctic
आर्कटिकसागर       articsagar
आर्कबिशप        arcbishop
आर्कषण      akarshan
आर्काइव   aakarev
आर्किटेक्चर       architecture
आर्किटेक्ट  archiect
आर्किड      archid
आर्किमिडिज़  archidimij
आर्किमिडीज  archimidij
आर्कियन   archian
आर्किया   aarchiya
आर्केडिया     aarcdiya
आर्केस्ट्र  orchestr
आर्केस्ट्रा       orchestra
आर्गन argan
आर्गेनाइजेशन    organisation
आर्गेनिक        organic
आर्च    arch
आर्चबिशप        archbishop
आर्ची archi
आर्ट    art
आर्टस arts
आर्टिकल   article
आर्टिकल्स     articles
आर्टिफिशियल       artificial
आर्टिलरी        artilary
आर्टिस्ट        artist
आर्टिस्ट्स  artists
आर्टेमिस        artmiss
आर्ट्स      arts
आर्डर order
आर्डिनेंस     ardiness
आर्त    earth
आर्तनाद   arthnad
आर्तवजनक        aarthvajanak
आर्थर author
आर्थराइटिस  authorites
आर्थिक      aarthik
आर्थिकसहायता    aarthiksahayta
आर्थिकिता     aarthikiti
आर्थिकी   aarrhiki
आर्थोपेडिक  orthopaedic
आर्थ्राइटिस       arthitis
आर्दश aardash
